root_label,display,system_key,horizon,candidate_system_iqm,dense_system_iqm,ratio_to_dense,log10_ratio_to_dense
lista_bd,LISTA-BD,dysts:ShimizuMorioka,500,0.0011128733001116856,0.0023838868697306573,0.4668314231863793,-0.33083991857109774
lista_bd,LISTA-BD,dysts:WangSun,500,0.030841424262949346,0.018022643934403112,1.7112597005856998,0.23331592302599075
lista_bd,LISTA-BD,dysts:Chua,1000,0.0018102609153304427,0.0070011597126722,0.2585658647457855,-0.5874288102022027
lista_bd,LISTA-BD,dysts:Dadras,1000,0.037095760926604236,0.09519686390246661,0.3896741909965698,-0.4092983575610536
lista_bd,LISTA-BD,dysts:DequanLi,1000,0.010924128150301287,0.017654003043259845,0.6187904309029804,-0.2084564109360918
lista_bd,LISTA-BD,dysts:Hadley,1000,0.009140696509608142,0.012094187350677557,0.7557925344273793,-0.12159740227479496
lista_bd,LISTA-BD,dysts:LuChenCheng,1000,0.0036672115592019288,0.010128569855753843,0.36206607758336756,-0.4412121628617491
lista_bd,LISTA-BD,dysts:QiChen,1000,0.007875670612390515,0.048707854268806285,0.1616920049264886,-0.7913114538236615
lista_bd,LISTA-BD,dysts:Sakarya,1000,0.048567325142877406,0.14673280449850215,0.330991595975208,-0.48018303301560405
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,1000,0.009225660735475127,0.01956173990453987,0.4716175953926288,-0.32641000035520235
lista_bd,LISTA-BD,dysts:ShimizuMorioka,1000,0.0033256816677748853,0.0075389690298054285,0.4411321567480583,-0.3554312827584071
lista_bd,LISTA-BD,dysts:WangSun,1000,0.11092852694647648,0.08992772123643324,1.2335298328624278,0.09114965734489336
lista_bd,LISTA-BD,dysts:Chua,1500,0.003845858121556828,0.01605246295886377,0.23958056351927237,-0.6205484179134513
lista_bd,LISTA-BD,dysts:Dadras,1500,0.06759933222617416,0.2184133891548429,0.30950177774243504,-0.5093368520993965
lista_bd,LISTA-BD,dysts:DequanLi,1500,0.022490634982074976,0.039100420262132306,0.5752018733122556,-0.24017970821653215
lista_bd,LISTA-BD,dysts:Hadley,1500,0.01890505185084677,0.0251167352710451,0.7526874670149014,-0.12338531533491201
lista_bd,LISTA-BD,dysts:LuChenCheng,1500,0.0062404286249407,0.02337314614227837,0.26699138348571483,-0.5735027542346398
